,source_id_lattes,target_id_lattes,academic_degree,start_year,conclusion_year,course,institution,thesis,major_area,area
494321,10391293,8144035392428353,mestrado,2013.0,2014,mestrado em psicologia clinica,universidad de san martín de porres de lima,afrontamiento y creencias irracionales en mujeres víctimas de violencia conyugal,,
699459,1512717941866097,2984827105292034,mestrado,,2010,engenharia de defesa,instituto militar de engenharia,um sistema de acompanhamento visual para robôs móveis semi autônomos em ambientes semi estruturados,ciencias exatas e da terra,
1111245,7399947651945314,4468587559731879,mestrado,2013.0,2014,polímeros,universidade federal do rio de janeiro,,,
1343094,7442164171898567,7893359166241842,mestrado,2009.0,2012,ciências fisiopatologia experimental,universidade de são paulo,benefício do sistema de frequencia modulada em crianças usuárias de aasi e ic,,
786463,2054623171764493,4903340484064119,mestrado,,2004,,universidade federal do rio de janeiro,estudo comparativo entre esfregaços ded citologia nasal obtidos por cotonete e por escovado em pacientes com rinite,ciencias da saude,
397459,10245125,8968483294142013,doutorado,1986.0,1991,informatica,université joseph fourier grenoble i,une contribution a l etude du parallelisme ou en prolog sur des machines sans memoire commune,ciencias exatas e da terra,
785002,2046473694108264,5615913960410134,mestrado,2009.0,2011,biotecnologia,universidade federal do amazonas,estudo fitoquímico e bioatividade de extratos de casearia javitensis kunth,ciencias exatas e da terra,
1252087,7710592985006508,5983207141575742,pos-doutorado,,2015,,universidade federal do rio de janeiro,,ciencias humanas,
418878,8339253858368043,10277725,mestrado,,2009,mestrado em reabilitação oral,universidade veiga de almeida,considerações atuais sobre aspectos importantes relacionados a osseointegração,,
311657,3314639624288740,10117619,mestrado,,1996,físico química,universidade federal do rio de janeiro,acessibilidade a zeólitos e catalisadores relacionados,,
534531,3935415679260682,10451056,mestrado,,2002,engenharia de produção,universidade federal de santa catarina,utilização de método multicritério para a escolha do modal de transporte de derivados de petróleo,,
1140596,4967482631977427,4741323249799626,mestrado,2009.0,2011,ciências da saúde,universidade de são paulo,o jogo teatral no ensino de saúde mental,,
1272678,6263913436052996,6353037041684983,doutorado,2010.0,2012,artes,universidade estadual de campinas,cultura participativa e mobilidade,,
560840,10490800,9425868468428129,mestrado,1979.0,1986,administração rural e comunicação rural,universidade federal rural de pernambuco,a emissora rural do estado de pernambuco análise da programação,ciencias sociais aplicadas,
609599,10563879,2797034789511290,mestrado,2001.0,2003,psychology general profile,concordia university,aprendizagem implicita e explicita no processo de abstracao de regras,ciencias humanas,psicologia
303257,4671633293124230,10105341,mestrado,,2012,mestrado em saúde coletiva,universidade federal do rio grande do norte,projeto pedagógico abordagens e implicações no âmbito da formação do cirurgião dentista,ciencias da saude,
868530,4841497440452266,2578610323684346,mestrado,2014.0,2017,hidrogeologia e meio ambiente,instituto de geociências usp,desenvolvimento e construção de um sismógrafo para monitoramento de vibrações e pressão acústica,ciencias exatas e da terra,
1016027,3665611660713029,7526920008822072,mestrado,2012.0,2014,ciências da saúde,universidade federal de goiás,impacto da capacitação dos profissionais de saúde sobre o rastreamento do câncer do colo do útero em unidades básicas de saúde,,
333527,3862323454964593,10149976,mestrado,,2000,administração,fundação getúlio vargas,a gestão da organização social no contexto da reforma do estado no brasil,,
498986,2483389565992894,10398345,mestrado,,2018,ciências biológicas,universidade federal rural da amazônia,a tribo heliantheae asteraceae na amazônia legal brasileira ambrosiinae helianthinae spilanthinae e zinninae,ciencias biologicas,
44628,184060789032082,10044507,mestrado,,2017,programa de pós graduação em ensino de ciências,universidade de brasília,o papel das atividades experimentais no ensino de química para educação de jovens e adultos um olhar para a valorização dos saberes populares,,
663219,1301192311216355,2451417122960206,mestrado,2016.0,2018,educação,universidade estadual do sudoeste da bahia,políticas para formação de professores os impactos do parfor na formação na existência individual e no trabalho docente,ciencias humanas,
969267,3301596635014378,8691251635146768,mestrado,2005.0,2005,ciência política,universidade estadual de campinas,,,
1140940,4744580649418084,7280944542950764,mestrado,2010.0,2011,odontologia diagnóstico bucal,universidade federal da paraíba,avaliação das discrepâncias marginal vertical e interna de infraestruturas cerâmicas de zircônia influência do tipo de sistema de fresagem e do término cervical,ciencias da saude,
902054,2815946827655352,4056268670900854,doutorado,2003.0,2006,métodos numéricos em engenharia,universidade federal do paraná,programação genética e combinação de preditores para previsão de séries temporais,,
1395250,9030367663083004,9800435448983618,mestrado,2008.0,2010,programa de pós graduação em educação,universidade federal de pernambuco,a especificidade da educação de jovens e aqdultos nos discursos curriculares da rede municipal de ensino do recife,,
1355497,7717393367009376,9178926113284584,mestrado,2013.0,2016,ciência e tecnologia de alimentos,universidade federal do ceará,encapsulamento de chá verde camellia sinensis por spray dryer com goma de cajueiro maltodextrina,,
282624,2857038940673415,10075001,mestrado,,2016,mestrado profissional em ensino da educação básica,centro de ensino e pesquisa aplicada à educação ufg,as artes circenses na educação física escolar enquanto conteúdo da cultura corporal suas contribuições para o desenvolvimento da expressão corporal e criatividade,ciencias humanas,
354187,3613664703389917,10180322,mestrado,,2013,mestrado em gestão e estratégia em negócios,universidade federal rural do rio de janeiro,por uma gestao de aprendizagem coletiva a partir do conhecimento desenvolvido pelos consultores de ti nas organizacoes,ciencias sociais aplicadas,
1236722,5788651334387181,6185794591109694,mestrado,2009.0,2011,direito constitucional,universidade de fortaleza,a im possibilidade jurídica da ação constituicional do habeas corpus nas punição discipinar,ciencias sociais aplicadas,
846448,8318234683922126,2433346477178322,mestrado,2011.0,2013,medicina endocrinologia,universidade federal do rio de janeiro,perfil do desenvolvimento puberal nas pacientes com sindrome de turner,ciencias da saude,
1076116,4158841513358745,9198865955620713,doutorado,2005.0,2008,clínica médica,universidade federal de minas gerais,caracterização fenotípica e genotípica de parkinsonismo e distonia familiares no ambulatorio de disturbios de movimento do hospital das clinicas da universidade federal de minas gerais,ciencias da saude,
910247,5580416721078802,2876009087497047,doutorado,,2014,fitotecnia produção vegetal,universidade federal de viçosa,propagação clonal de palmeira macaúba acrocomia aculeata jacq ex mart via embriogênese somática e estimativas de parâmetros geneticos,ciencias agrarias,
173803,1487610808390702,736022476686883,mestrado,2016.0,2018,educação profissional,instituto federal de educação ciência e tecnologia do rio grande do norte,o centro de formação de pessoal para os serviços de saúde dr manoel da costa e suas contribuições à educação profissional em saúde,,
508101,4303393295131910,10411955,mestrado,,2013,mestrado profissional em gestão empresarial,faculdade boa viagem,perfil de gestão da inovação das maiores empresas de pernambuco,ciencias sociais aplicadas,
1138303,8716845051198548,4716112451098115,mestrado,2015.0,2016,economia,universidade federal de goiás,on a new tobit birnbaum saunders model with an application to antibody response to vaccine,ciencias sociais aplicadas,
351314,9702181187226910,10176333,doutorado,,2017,medicina integrativa,international quantum university of integrative medicine,subtle energy research devices and applications,,
419255,5032435058514515,10278214,mestrado,,2011,mestrado em ensino de artes visuais no º ciclo do ensino básico e no ensi,faculdade de psicologia e de ciências da educação,estratégias promotoras de aprendizagem do desenho diversidade de recursos,,
439968,4588786382435715,10308726,mestrado,,2014,ciência e tecnologia de sementes,universidade federal de pelotas,substratos para a produção de mudas de jatobá hymenaea coubaril l,,
1247049,5920783434014910,7821191273927058,doutorado,2004.0,2008,ética e filosofia política,pontifícia universidade católica do rio grande do sull,thomas hobbes do movimento físico à fundação do estado,ciencias humanas,
512921,3307396716031157,10419400,mestrado,,2005,oftalmologia,universidade federal de pernambuco,análise do uso de antifúngicos em um hospital geral,,
281552,5088569652644480,10073499,mestrado,,2016,cirurgia e pesquisa experimental,universidade do estado do pará,modelo de treinamento para inserção de dispositivos intrauterinos,ciencias da saude,
484378,10375871,5910060251900323,mestrado,1995.0,1997,artes,universidade estadual paulista júlio de mesquita filho,a flauta transversal barroaca e as características idiomáticas de seu primeiro repertório la barre hotteterre e philidor,linguistica letras e artes,artes
674757,1363185903269723,9452636688754076,mestrado,2012.0,2014,instituições sociais direito e democracia,universidade fumec,restos da dominação religiosa no direito processual civil,ciencias sociais aplicadas,
797726,2126584242026703,8907665683033884,mestrado,2009.0,2011,informática,pontifícia universidade católica do rio de janeiro,uma arquitetura para aplicações dinâmicas ncl baseadas em famílias de documentos,ciencias exatas e da terra,
575897,4961505951749379,10513043,pos-doutorado,,2018,,universidade federal da bahia,,linguistica letras e artes,
